wah i ca n't see clip , must be el-stupido work filters . ca n't wait 'till i get a 'puter . something else 2 blame ex 4. he broke mine 
no luck this week . monday , show up at comedy show and it 's sold out . tuesday , show up at movie screening and it 's sold out . 
this is my 200th tweet . i am working right now . i have that feeling in my stomach like something bad is going to happen . i hate that . 
& amp ; ^ & amp ; ^* by the time my software fingered $ tast and i spent a few minutes looking at stock , it had already shot up 
kind of interesting ; 1st day & amp ; 1/2 of around us was supportive , but now starting to see some boo-birds . ca n't pls every1 i guess . 
we have had two power outages at work . i do n't know if we 're on the grid or auxiliary power right now . computer reset third time today . 
no and i was actually up that late too ! but i was busy chatting with dh on the phone . he 's 3 hrs behind me so we talk late 
oh no . i only like 'help save bees ' on its own . i hate unilateral puns i.e . puns with no other meaning e.g . let it bee . 
awww , i wish ! but that 's a 5-hour ( roundtrip ) drive for me and i think i 'm too tiiiiired . i will see you saturday tho ! 
my next appt with my pt to have my xrays read is n't until 7july i might try leaving a message to see if we can do it over the phone 
why do n't you tour in the uk ? im from scotland & amp ; id love to see you live , i know plenty of others who would too ! 
sometime in the night , i had to get up and drag my cat to bed because she was scratching at the door . now my tummy 's all scratched . 
on my left ; dave mayer mixing a new promo cd ... on my left ; a speeding ticket staring at me ( thnx a lot mc choral ; ) ) 
on my left ; dave mayer mixing a new promo cd ... on my right ; a speeding ticket staring at me ( thnx a lot mc choral ; ) ) 
well , darn . i 'm not going to be an extra in the filming at nats park since i wo n't be available saturday june 13th dreams . shattered . 
i seriously now hate chelsea from chelsea lately . : | she just said she hates nemo . : | how dare you say that ! i love nemo ! ♥ 
good morning peeps ! just getting up thinking about what the da has n store for me ! i kno peeps were calling me b4 10 am that 's not wussu 
it 's cooooold . i want to curl up in my blankets sooo bad . stinkin ' 57 degree weather . stinkin ' paper . stinkin ' friggin ' college . 
lol ! i dont think ur alone there . i reckon all of us photogs ( myself included ) hv those moments ! 2 much to do in 2 little time 
should have stayed home last night . ate some bad red snapper and i am sick as a dawg ! staying home from work for the 1st time in a year 
i missed it , did you ? i refreshed that dang page all morning , and then i still missed it ! ! ! no free lip balm for me . 
i have been to the hospital to have my back dressed as it now looks like someone has put a hot iron on my back . feels like it too ! 
check out my pleasure p call out called & quot ; the break up song & quot ; @ www.myspace.com/mustbemckeith it 's a sample ( i was heartbroken ... still am 
omg ! i tired as sh*t ! damn this interview .. & amp ; i got ta big decision to make .. red bull sugar free - 0r red bull-coke_ ? 
if reid has turned it down then i right to suspect he would be offered - however if the pm ca n't get good people to be in his cabinet ... 
now i need to find at least 1 person to come with me . why doesnt anyone i know like miley ? but i am not going alone/with my little sister 
mandyjirouxx just wanted to say i love you , beach girls rule , i would call but i 'm in england if you reply it would make my life ! xxx 
is a little unsure what to make of t : salvation . not as bad as i feared it would be with mcg at the helm , but not great either 
wow ! ex just called . divorce papers ready to be signed . will all be final in a few weeks . did n't expect it to be painful again . 
maybe , but i 'm totally supposed to be at this prom all my little high school friends ! at prom ! so cute and lame . i miss them . 
is very worried about taytay he 's sick i hope he gets well & amp ; feel better & amp ; back to his old self very soon ; - ) 
omg ! i am about to pay off a $ 1000 vredit care bill . im going to cry when its all over because thats really gon na break my pockets 
just realized i forgot to pay for my drink at the last night after-dinner hang out . do n't know who paid for it , but i owe you one ! 
hi guys . love your music ( y ) its coool . to bad your webcast are like at 2am im asleep gutting tbh . love you x x x marcyy 
thinks it is like he is living above a god damn day care . i hate my apartment . why must these children scream and cry all the time ... ... 
busy doin homework . got nothing exciting to tell you guys ... kinda boring huh ... what am i gon na do this weekend - & gt ; home alone ... 
was anyone able to get tickets for blink in san diego ? ? ? i ca n't get in , it says & quot ; off sale online & quot ; 
just broke up with the woman maybe not sure yet ... got ta change some things now ! ringtone , facial hair , and my ride lookin for my wrx ! 
okay when i use & quot ; twitteriffic & quot ; my outgoing tweets are green and incoming is red . but with twitter.com i do n't see any incoming . 
oh no what 's happened ? i made myself a nice chinese meal ! i 'll show u it pooh bum , i took a photo *snuggles* 143 637 xx . 
waaaa ! ! ! i studied up on web , said just have to stay off it . x-rays ca n't id . after sat will take care of it . 
i 'm going to sharks bay ... .hmm wonder why they call it that ? ..i 'm scared of sharks love em though , would be cool to see one . 
http : //tinyurl.com/ry9wap hi ! ! ! can you tell me more about yourself ? i cant upload more pics here for some reason i can send you my p ... 
i cant believe i had to pay $ 2 for a perfectly good text book . others returned worse and paid less . i wanted ice cream 2day . guess not 
that 's crazy if it is true ! i mean , i 'll be happy 4 us but i 'll be heartbroken 4 them ! they 'd prob hate us ! 
sat looking gormless at my russian notes ... it . just . will . not . go . in ! my brain is like concrete , it refuses to absorb anything 
isnt it a masterpiece ? ? i want it on vinyl so bad . i 'd also like to go to tucson but am afraid i wo n't have the monies 
hooray ! ! ! its friday eve ! ! ! or thirsty thursday ! ! ! or ... well i really got no other word/phrase for thursday ... o well ... 
did u now tht its on dvd : o i been tryin to find it for ages i saw smeone buy it at hmv but they gt the lst one xx 
really wishes i wasnt so tired . all i wan na do is sleep but i work 5 more hours and then have to babysit a maniac 2 year old boy 
up in toronto ay , visiting family and friends ... my phone tweet does n't work up here off to a day of sight seeing , yay for canada ; ) 
i am really pissed ... u ever have a day u start out great then get completely shut down ... without seeing it coming ? ? i hate that ! lol 
sad day thats no fun ... no way to stretch them back out.. cheer up miss becca ... i & lt ; 3 you still ... plus you are in london.. 
when i hear the start of all summer long , i expect werewolves of london . kid rock is always a let down , but in this case especially so . 
david carradine died ? ? now who 's gon na call me & quot ; young grasshopper & quot ; as i try to swipe a pebble from his hand ? 
i 'm sorry . just tell me what you want me to do . and you are friends with your exes . but please just tell me what to do . 
i 'm being over ruled . they want to order from a greasy burger & amp ; fries place i plan to win the lunch war ! ! ! lol ! 
lol , yeah a really want to see them cos me and gemma missed them last time yeah we should lol a dont know how : s are you ? x 
argh ! i 've got all these ideas for making my house awesome ... i just do n't have the disposable income needed to do it it 's so frustrating ! 
today 's not the best of my days . it was going soo well until some things got in the way i just do n't know what to do next ! 
ca n't go , not old enough but maybe i 'll walk up and down the block until the set is over . miss u guys that 's like 1am right 
there was this tiny little precious dog outside my house . he was so sweet , too . he ran to my neighbors , and they just yelled at him . 
anyone confirmed that twitpic.com free twitter background is no longer working ? wo n't upload to twitter for me . & quot ; twitter is busy & quot ; error . 
back from ortho . 20 min late cause i got time wrong on calendar , so ortho gave me 3rd degree . bright side , teeth feel huge but nice ! 
woah , bold ... really ? hope ur wrong , but like i said , nigel is making a tv show , does n't nec . mean the best dancers sytycd 
im so tired . and i dont feel good . and i just want to sleep for the rest of the day but i cant cause i have senior night . 
just remembered how much i will miss john when he goes to ubc . it 's fine if he 's less than an hour away , but across the country ? 
np , i have the 200a and i did n't see it on the list , i 'm assuming i 'll have to upgrade the firmware , that scares me . 
it was a good excuse to get out of the office for a while , too bad no one ( not even the sales rep ) showed up for my class 
hi danny ! cause you never answer me ? duuude , i 'm so sad ! you 've back soon to brazil ! i miss you ! love you ! xx 
hi danny ! cause you never answer me ? duuude , i 'm so sad ! you 've back soon to brazil ! i miss you ! love you ! xx 
rip david carradine . i loved kung fu when i was a kid . such a sad & amp ; lonely way to kill oneself . hari krishna , dude . 
really sad that no one went with & quot ; thunder ! thunder ! thundercats ! ! ! & quot ; today ... i shoulda done it , at least . 
i am so sad right now , my cousins left ( just alone with my sisters and helpers . parents coming back on sunday ! ! but i feel so sad.. 
yayy ! home at last ! everything done for the day ! got my needle ! ouch ! 1 more in 4months atleast now i wont get cervical cancer ! lol 
you should be sure to be meeting & amp ; greeting staff too ! i get to work you show here , so i do n't get to attend like planned 
kobe is not the only player on the team ... kobe , kobe , kobe ... ..maybe they should get rid of all the other players and jus let kobe play 
so ill yesterday - dunno how i got thru work , it was awful , worst day ever ! not as bad today - as long as i do n't move 
just dm me and said he is leavin twitter . well i said no but he is a stubern fing . but u will see him on mine so no worry 
aww ... i had a spaniel that passed too ( in 2001 ) . the cutest , most stuck up , but lovable doggy you 'd ever meet . rip gigi 
shoot -- i knew i forgot something ! we were gon na go to a famous pizza spot and cue around the block for it but we ran out of time 
i dont understand how come i can spent so much in a short time . no shopping have been done yet and im gg to be broke again soon saddd ! 
oh im doin good i could need some time off from work and i will have a surprise for u in a couple of days ; ) how u been ? 
writing gui code ... in wxruby ( bye shoes ) , man i miss interface builder . just wan na hookup some code to select a file and output results . 
aw crap i & quot ; favorited & quot ; someones tweet and now i do n't know how to take it off oh well at least it was funny . 
whatt ? ? ? well after that can u some pick me up please otherwise i have to walk and its really dark and cold and i wan na c u 
oops double tweet . i 'm out of ze bath . feelin ' clean . i hate that i have such sexy little nighties and no one to wear 'em for 
g'morn twafrica / tworld . bonding with k today . nanny leaves till monday , mrs b out with my father ... . limited twitter & amp ; time online . 
im sick and tired of hearing about las vegas , bad ex there , bad memories , bad bad bad . but yet it seems to haunt me . fml ! 
had a corrupted file in his video dvds . now , i 'm renting space on a filesharing site so i can upload 8gb of footage . hope it works ... 
oh where ? i need to see , all i 've got were the bad things - weirdos on tubes , rain , car crash , grey clouds , bad sandwiches 
nah mate - i think it 's the end of me . i will cease to exist before you know it ! lol thanks for the concern tho ! = ] 
that 's just awful . the peanut had eczema & amp ; i know how her mild case bothered her ... that bad i do n't even want to imagine . 
excited for today ! sister 's coming over w/my nephews from la . i need coffee & amp ; b-fast . i felt sorry for the little birdies last night . 
14 straight hours of work , two hours of sleep , kiddie serving of cherrios , & amp ; enough caffeine to reanimate a corpse , still 8 hrs to go 
holidays are over at monday ... then i have to go to school again ... this is bullshit ... i hate the teachers ... but i have to go to school 
everybody 's going back home.. i wish i could go to haiti , hopefully i will next summer ... mia i miss u too.. ( the haitian station ) dade ! 
heyyy x had skl 2day but i guess it was okie i saw all my matiess - x ooh yhill be happy to help with ur new song ! ! ! 
i 'm done ! this year is officially over ! summer vacay ... well until monday for taks academy ( i still ca n't believe i 'm doing summer school ) 
catching up with my hills box sets . im in a comfy mood ! i need tlc ! twitter ! i cant figure out how to reply to messages ! help 
hi all , been out of touch as no o2 signal in most of devon , bad times ! however , weather and cottage awesome , good times ! home tommorow 
i prounouce today to be failfriday ! arrrrgh , i ca n't get things done , software crashing , tired , sleepless , overloaded & lt ; /whining & gt ; 
i really want to go to the drive-in to see star trek , but a ) it 's rainy and b ) i have no one to go with . *pouts* 
note to self , if you let old site fade , shut it down & amp ; redirect it or be attacked by hentai porn spammers clean up underway right now 
on my way to the office . i know i 'm late , but i helped out my landlady by cleaning the bathroom . she fell down the stairs last wednesday 
just woke up . cousin bringing 5 of my lil cousins , oldest being liike 6 over here . lol jk i love em , but dem bad nuh ross ! 
ooh the twitter war is on ladygeneral2u , just got paid , paid bills time to shop and hang out , wish the sun would come out so i can board 
1st time in the 18 months i 've worked here i brought in 12 donuts to be nice , only to find hr brought tons of donuts for natl donut day 
.. omgaga . im sooo im gunna cry . i 've been at this dentist since 11.. i was suposed 2 just get a crown put on ( 30mins ) ... 
gtg i might not see you guys till monday att : cali stop acting like you know how to drive in the rain : / killer cars today ! bye bye 
16 mile walk was not fun at all ... i feel disabled now haha cant walk i was sick this morn but i still went ... arnt i good lol xxx 
not so secret fun fact : i fucking hate wind , which means i fucking hate fans that are directed at me . but i ca n't really complain at work 
not cool of them . sorry , guys . ca n't say as it 's unexpected in my experience with aa , but that does n't make it any better . 
has probably never killed a mammal before in his life ... sadly , i just do n't think that squirrel 's gon na make it . i got it 's neck 
its summer , so when can i go to louisiana ? ! i miss my family so muchh & lt ; 3 i love them so so so so muccchhh ! 
i 'm sure maxis loves it too . my bank account does n't , though . it 's so sad and lonely with only the cobwebs to keep it warm . 
it 's okk ! glad to help & lt ; 3 nothin special..went shopping earlier , really rainy and dull day i bought quite a few things lol u ? x 
i 'm so fucking tired ! starting to get a headache aswell . and now , at like 7.30 the sun starts to shine . 12 hours late , fucktard . 
awwwz ... . i miss my friends already ! oh well , hopefully i will get the chance to see the majority of them over the summer . stomach hurts ! 
my damn computer is so slow ! i 'm trying to update hmf and get all my guides for dress like kristin finished so i can get it up ! xx 
well ... it 's my first day off , and ... im cold , amd my best friend and close enough to a sister little sister arent comming back next year 
my shoot for popstar is cancelled shoot ! now what ! ? ! ? ! ohh ik i get to seetonight at his concert tonight at 7 ! wooo ( : 
is going to need to go into bristol tomorrow i think , i need a sodding cable for my headphones gah , it 's bent and one side do n't work 
im hungry , but my dad 's asleep and i dont wan na go to the chinese place , but dad 's ben nagging abut if since forever someone rescue me 
no kidding . he needs to do an nyc show , like yesterday . not all fans are in college or willing to go 2 hrs out of their way . 
the rain ruined my hair . -_- & amp ; now my friend told me i look like a mom . ew ! i do not look like a mom ! 
no140con for me . no $ . laid off in dec '08 ; still looking . have a blast ; please tweet lots so i can feel like i 'm there 
oh , i 'm very sorry to hear that . i 'm sure it 's a very emotional time . hopefully you and your wife are dealing with it ok . 
omg just watched & quot ; the strangers & quot ; its so damn scary omg i was screaming the whole time . ending was so lame ! but still *eeeeeeppppp* 
both girls ' allergies are out of control and required a doctor 's visit . they 're ok , but snotty . ewwww ! and ella may have a uti . 
big brother ! ! haha . i told myself i would n't watch it but i know i 'll end up addicted xd there 's no hot ones in there tho 
i understand u , sometimes we trust in some people and then they stick a knife on our back , and it & quot ; hurt & quot ; so bad 
nap then going for a walk ? ! ? ! ? ! yep , a walk ... i 'm not allowed to run since it will dislocate the bone ... . 
i wo n't be able to see the final ! i will be travelling back from mumbai . i hope federer wins it and equals sampras . he deserves it . 
omg i just saw the promo , i feel like it could have been a hint to something hmmm ... . cant wait til new episodes , 2010 is too far 
n33dz to return his h & amp ; m padded mini dress whatever if it did fit i would have puny narrow shoulders and my head would look huge ; ) 
i 'll look for it but i really doubt it he was really emotional , said he was so close to the title & amp ; that delpo was sad . 
last day at tc it 's been great working with you all , i 'll miss you guys ! feel free to come visit me in cannon beach this summer ! 
2,300 $ +9months later and i still owe 86 $ , son of a bitch ! going to mobile tonight to see not like the movies ! stoked for chick-fil-a ! 
call a joint over pop in it if u do n't like it then guess wat . . .do something else . lol . nah its good i wanted to cry 
everybody is obsessed with my hair . and when they touch it , it gets dirty and that 's not a good thing i feel sorry for me haha ; p 
lol i didnt go to bed til 730 then got up at 10 and didnt go back to sleep til like 1130 and woke up at 230 im so tired still 
so im gone goin to spend time wit da booskee b4 he head off ! aww i dnt want him to got but he got ta show support to da fam 
yes ! ! ! cause i miss home you just need to slow your hott ass down . and stop cheating . and no she cant come stay with you dammit 
the state of the black male is in damn shambles hopefully my twttr fam n baby bro 's do n't let me down i 'm giving bm 's one more shot 
current users did n't get priority last time but did get same prices . best thing is to upgrade & amp ; use o2 open deal = 30 % off tariff 
hang on a minute ... it 's national doughnut day in the us . where 's ours ? might be a good announcement to make today mr gordon brown ; ) 
the guy sitting at the table next to me in the library is blasting rap music on his earphones how can you study law with rap music ? ? ? ? 
lunch was great . had lamb with veggies and white wine . for dessert we had vanilla and honey ice cream . i ca n't believe i am back at work 
i want to buy them but promise my bf not to do anything until next year . i do n't got the nervs to get on the plane on my one 
just does n't like me i can do you , tj , ptsiampas ... no issues , but i click on my name - nuthin ... also spaces break it . 
gi� � ? l� 2h20 ph�t s�ng , c� � � th� � �c � � ến 6 h � � � � � � � i ch� � �p sen 
is feeling like a failure . how come you can accept a major life change yet go to the one place that just found out & amp ; feel crappy ? 
aah i just left after four years in indian . don� � t do it ! ! ! hehe . its ok for fall and spring ... but no mountains ! 
how sad i just saw a dead kitty in the road and there was a little girl on the phone calling alex keep millie & amp ; ill keep jack close 
when you workout for 2 hours and you still feel chubs its a sad day . i will never be peer pressured into eating cake at 12am again ! ever . 
nothing like waking up extra-late to some blood , sweat , & amp ; tears tunes ! i have to go to bed extra-early tonight , tho . sat 's 2morrow 
rawr today is supposed to be family day . my parents wan na go see that new will ferrell movie & amp ; dinner . damn i 'm sorry = [ 
well obviously ; & amp ; idk i got ta find a way to get to the airport to get you lol sucks when you do n't got ta car . 
i do n't know but it happened to me ( in a sense ) ... maybe it 's fear ! when u allow fear to overcome , ultimately make bad decisions 
still not left yet , it 's cold & amp ; windy out there , do you think lola would mind awfully if i did n't take her ... ... .probably 
i ca n't go out , cz ders no wher to go to ! and i wo n't go toilet durin da nite cz i always go b4 bed ! lol 
heyyyyy ! twitter ! ! ! you changed my backround on me aww you stinker you ! & amp ; i cant adjust the colors ... grrrr twitter grrrrrr ! ! 
i miss the nice weather rain is never good . i can deal with cold & amp ; snow . but rain ? ? blahhhhhhhh . whatever happened to summer ? 
rip page i will miss you thoughts and payers to your family ! ! you were truely one of the spunkiest people i know ! ! love you ! ! ! 
my company is having a & quot ; get fit and win & quot ; challenge . they should have done that last year i totally would have won . boo 
i rode a train and 2 buses to get to work . 2 students have n't shown up . prolly have to wait till 5 for an hour of work . 
oh man , ive had my eye on those . apparently i have a soft spot 4 puke green . the $ 70 for them or w/e is not justifiable tho 
waaaaaaaaaaah ! the shoes i ordered online do n't fit ! i hate when u follow ur shoe size , but u wind up with something a pygmy could wear . 
all i am going to do now is revise revise cause i need to do well on this other science gcse exam glad the weather is going to be bad ... 
watchin 'full house . ' i love this show.makes me miss the 90s tho.my bro n me used to watch it together all the time , now i barely see him 
had my hair done yesterday , and hunny took me out to osteria in palo alto to show off . gnocchi was so steamy - melted hairdo on the spot . 
anybody see bblb earlier ? why cant i get into it this time ? i think it must be me coz im usually a fanatic . maybe too old now lol 
is grounded ! my best friend & amp ; i made some bad choices lol . fuckk . this weekend was suposed to kick ass , now its down the drain 
huh , david carradine ( qui chang caine to the oldies like me ) ... what the hell where ya doin ' dude ! sad but almost want to lol too 
gah ... so stupid last night . got drunk and played insecure jealous guy i hate him and want to kick him out . how do i repair this now ? 
had a little nap and now vegging on the sofa . hayley 's asleep and i think we 're both a little under the weather . not a fun friday night 
ah the joys of air travel . we 're still sitting on the tarmac in ny . so we 'll see if our 2:30 flight ever leaves . thanks delta . 
i 've struggled with that forever..as much as i tell myself not to , i usually do trust folks ... but 9 times out of 10 , it burns me . 
yeah 10 % and p & amp ; p and that . i think theirs a lot of confusion , no ones really sure.we 've just got to wait a while.. 
it 's bn a good day ... wellll ? not really the high point would have had to bn leaving early then the rain came ... now i 'm feeling sad 
skittles candy has a phrase they use to sell it , it is & quot ; taste the rainbow & quot ; anyway can not use babel fish anymore no translator 
david carradine 's death has been ruled a suicide . he was in the closet of his bangkok hotel room with a rope . we lost a legend of film . 
omg ! i just went to star filming and it is waaay too dark in here . damn these bulbs ! i 'll have to film downstairs later tonight . urgh 
i dont want to go to the pool . plus , i just got a new cut . so i did reject the offer from a friend . its always tomo 
really.. even back in action sell them as a stokke product ? ! ? ! thats terrible.. it is a good rocker thou ! ! same branding as & gt ; 
when i go to see bon iver i 'm going to smuggle in boxes of kleenex and sell them for 10 $ a pop ... oh wait ill need them ... 
i miss my brothers and my dad and my stepdad soo much right now . jack 's visiting me next week to get me home alive from the evil dentist ! 
just bought a new blush . but things will never , ever be the same.good bye , indian dust . i will love every mark you ever left in my clothes 
why is it when you buy xl eggs carefully bring them home one is glue to the carton and breaks when you try to put it away ? egg on floor 
would love to be able to help out ( in pinax ) . let us know where we can improve . honestly , we have n't spent much time on docs 
sniffle . im stuck with my family who are visiting . need to save up my partyin ' i guess . i wan na make out drunkenly at the club ! 
could be having serious iphone trouble this is not good . back to old phone for now , hopefully iphone will & quot ; sleep it off & quot ; ? 
my phone just died i ca n't wait until next friday ... something to do . tuesday i get to go to dallas to see claire ! fav place and person 
geez , guess it 's time i get physical fax set up . brand new in box for about 5 years . spent afternoon trying to send fax from computer ! 
fml . why do n't any of my friends have money ? we ca n't do anything . danny ca n't evenm afford a damn movie . i so damn bored 
my pic is n't right in tweetdeck after all that trouble of getting that pic up , and few people will ever see it as it is meant to be seen 
i 'm crying cause he 's goooooneee . i 'm never gona c him again ( besdies facebook ) : [ my life is gona succkkk now ! ! ! ( 
so ... i know i 'm tweeting a lot . but that cat just killed a squirrel i 'm sad now . only not because jessica is on ellen now . 
i went on ticketmaster just to see what kind of seats were left for demi lovato . and i got floor seats . too bad i do n't have 100 dollars 
yes , i know , but i do n't live near either a krispy kreme or dunkin ' donuts . i think it would b 2 stale in the mail . 
ok soo my lyf is going really down hill not good @ all ) argh i wish i would get better soon and live my life bck 2 normiii again xoxox 
wtf ! ! the weather forecast for tonight is 'periods of rain mixed with light snow . ' - it is june 5th , ffs i really need to move ! 
cmon now ... .i bleed purp n gold . trust me . i was upset when i found out we were the thuggets . but the league chose our name . 
. . it turned out she was lying but she blamed 2 black guys for doing it and it was n't true . . .and she was a white woman . 
ps . i hate when it rains . i get all hot and muggy like also i hate that it causes my car to fog up . stop it rain ! 
to anyone i have hurt , wronged , mislead , ignored , smothered , fought , loved , and lost ... i truly apologize , and you deserve better from me 
sooo i got a new hard drive replaced on my macbook and they could n't save anything so i lost 2 years of pictures and music i 'm a sad bird 
my video camera 's battery will not charge anymore ! i bought it online , so i have to mail it to be serviced . - warranty expired a week ago 
ended up having to work a half day at the last minute . starting now my 70 hour workweek has ended and i am going to enjoy a weekend now . 
got so burnt at the pool today . did n't apply my sunscreen right and now i 'm spotted . spontaneous garage sale tomorrow . hope i make $ ! ! 
, yeah i was 17 in january still next year though ! and i know , gutted at carradine ! but at least he went out in a sexy way ! 
http : //twitpic.com/6p504 - omg ! & quot ; the hangover & quot ; van is parked near my house ! ! ( yes it 's raining ) -- look -- 
not sure if we r still going 2 the cheesecake factory . maybe 2 many people going and long wait . who knows , but it will be fun anywhere ! 
to anyone i have hurt , wronged , mislead , ignored , smothered , fought , loved , and lost ... i truly apologize , and you deserve better from me 
my puppy ate a bone so we had to give her stuff to make her throw up now she 's throwing up stomache acid ! its been like 10minutes ... aww 
i 'm actually a little scared now , too . i hear he 's coming to my neck of the woods soon , so he 'll probably hunt me down . 
ok , i feel ridiculous am i 'tweeting ' to anyone who is who they say they are ? i 'm just gon na take my ball and go home ! 
am not a red alert guy but i am a & quot ; leilet sekot baghdad & quot ; guy ... .nevertheless , we 're on the same wave my man 
here once stood coolers full of free h2o , v8 , coke , pepsi , mtdew , drpepper , & amp ; sprite . as of today , no more /6p6l6 
ouch ouch ouch . github fail . my bucketwise repo is gone . i have my local clone , but github is n't letting me push to it . help ? 
god the weather is shit man ( n ) proper raining cats and dogs , work is gon na be shit tomorrow and so is the party after wi bouncy castle 
i tried to turn my hearing aid up far enough to hear you , but alas , it just did n't work . looks like you had a great time ! 
i kno right ... the more minutes more chances to show out ! ! a & quot ; w & quot ; is all we want..it saddening to hear bout 12 
sweet . if my 8800gts bites it , i 'll have to whip that out . it 'll probably never die since i sadly ca n't game much these days . 
abby . im sorry i couldnt connect at all last night im sorry babies . i love you . i stayed in the room . i miss you i love you 
new music friday ! lol man i dont get excited no more new music every day ! re tagging my music to upload to serato ! thats a lot of fun 
well mindy , you are very welcome ! i love your band . i wish i could come to the show tomorrow night in slc , but $ is an issue 
i got my cap & amp ; gown . said goodbye to a person that used to mean a lot , & amp ; a person that means so much now 
yeah . my friend ryan 's been saying & quot ; thirty-foaaarrrrr & quot ; all day . it makes me feel bad , and i have no idea why . 
with my new 32 hours a week work schedule . i will only have $ 38 a month after paying all my bills , and putting gas into my car . 
i was a bad waitress sometimes as a teen , i would just say the reg was decaf if it was late . now i feel really bad about that . 
tom ! i�m so sad coz i won�t go to the airport or places like that , and will be so lucky if at the concert i see you guys ... 
http : //tinyurl.com/ry9wap hi ! ! ! i am a sweet russian girl . i cant upload more pics here for some reason i can email you some my pictu ... 
awww i really would if i could ! ! ! would be gud if we were all there ! soon ! ! ! we will all get to go ! x 
enjoying family movie night with the girls , minus daddy . he is at a golf outing . movie of choice : barbie fairytopia . ( sydnee 's pick ! ) 
should not have looked at the megan 's law site . now i 'm freaking out that i walk past 2 registered sex offenders ' homes , twice a day fb 
-- i hate this crappy weather , i was really hoping it would be nicer out so i 'd be able to take the kids to the fun festival this sucks 
cae is going to stay with me until monday , has an exam of tues so has to go back home ca n't wait until summer/september , she 's movin up 
i feel huge empathy for those 35 % of women ... ..it 's not nice at all & amp ; makes being at work in a stressful job not much fun 
i should be making up for all the reading i have n't done this week but instead i 'm watching my like 4th movie of the day . hmm yay school 
twitter has def . dropped some of the ppl i follow . wonder how many ppl i was dropped from . i 'm also following ppl i did n't follow . 
my neck and shoulder are bloody killing me , i ca n't turn my head right and anytime i stop moving my head my neck goes stiff as a board ! 
still feeling kinda crappy - not a very productive day hope to get over & quot ; whatever i have & quot ; this weekend and start fresh on monday ! 
just went 2 rent a movie at my great local video store in west stockbridge ma for the 1st time in months & amp ; they have gone out of business 
omg..david carradine is dead ! ? ! ? he was one of my favorites so sad ... i think i 'm going to go watch some old kung fu tapes ... 
at the barbershop bout to get fresh ! ! ! hitting up santos later , looks like i might not make it to the reunion after all . i 'm disappointed 
tracking posse calls , it 's oppurtunity : & quot ; found & quot ; spare key , unlocked door , bag out in the open , et al . thieves=suckage 
ruled my paper , it was neat . lots of questions/comments , which is good . going to take a nap and head to the bay . last day in victoria 
so imma a little hurt right now one of my patients just asked me if i was pregnant *sigh* maam i 'm sorry but i 'm just extra small and my 
- see , that tweet makes me angry . 'cause if i did n't work nights , i 'd be there till close for those $ 2 racer 5 pints . 
since we 're not going to see you next weekend .. , , you better be winning ! i hate to think you blew us off for a bad draw ! 
i 've eaten all the fear in my necklace ! time to go to the & quot ; about to die & quot ; ward in the hospital and refill asap 
hey everyone , i 'm going to stream open mic night tonight from & quot ; priscos next door & quot ; show starts @ 7pm - no one here yet 
i love my best friend so much . i srsly feel bad for people who do n't know mckenzie . i 'm going to be lost without her this summer . 
yeah it 's one of mine . though i ca n't find the blog entry it 's in now lol yeah i take them on iphone then edit them why ? 
night a -- wait a minute ! i forgot to get my bedding out of the dryer ! ah sh*t i ca n't be bothered to do it now all nighter 
yeah , i thought i had too ! think i 'm going to miss tonight 's show but , i do really want to see you guys play ! ! ! 
just ate a wonderful dinner . now i 'm relaxing & amp ; checking my tweets . i weighed myself this morn ' only lost 2 lbs in 1 week . 
how nice .. just relax and do notthink , i do n't think it 's gon na be so hot her in denmark , to go to the beach . s�g 
i just got back from school ... and dreaming about taylor lautner 's hackin ' eight pack ! ! ! -- i 'm gon na miss my friends after gradutation . 
getting ready to leave , love yall , aj is sick , mom is trying to go with his plans instead of her own , got to go be the peacemaker 
i installed win7 version & amp ; it worked fine at 1st . but one of the recent updates killed it sure they will fix soon . may be just me 
besides r , i only tweeted one other time today . i guess when im having a bad day , it shows . trying to cut back on twitter anyways . 
u need to come to australia youd love it here ! pleasseee add us to ur tour ! i love you so much.words ca n't describe it & amp ; 9774 
ahh man , the weather cleared up so now i feel bad that my back hurts 2 much 2 exercise and this is exactly what i 've been trying 2 avoid 
is sat at home bored and alone : ' ( , can not believe we had amazing weather and now its raining again uuurrrghh . oh well got a tan sorta 
i guess we will have our second no show friday , will give it till 8:30 before calling it a nite . need to ask god what am i doing wrong 
so boyfriend 1 came 2 the house 4 a split second , soon as he left 2 popped up 5 min later . wow i wish they couldv'e met each other 
sad as it may seem , i 'm so horrible with names that working here 1 night a week i do n't know all the people what 's he look like 
got me all excited about my ms jessie 's consult tomorrow ! ! ya 'll pray for my car tho - rain got it all jacked up , wo n't start 
today , my older son spilled coke on my keyboard and fried it . no $ for another split one & amp ; i really strongly dislike the backup keyboard . 
wow dude got a new bed and now u waiting for wifey ? .. lol that did n't sound right lmao ! .. jk man yo but did n't cone thru 
aww man thats great ! i got ur text about ur bday while i was taking a nap . i ca n't come i do n't get off work til 9pm 
how r u ? have i been tweeting 2 much 4 u 2 follow me ? if yes i can cut way way down.promise.i hoped u 'd keep following ? sorry 
oh no ! that is so horrible dude ! i 'm so sorry ! adecco is having a job fair next wednesday , look it up ! & lt ; 3 
