oh ! haha ... dude i dont really look at em unless someone says hey i added you . sorry i 'm so terrible at that . i need a pop up ! 
ok so i am finally starting on this 4 to 6 page paper . . . so happy school is almost over ... baby girl just went to sleep and i 'm tired 
yes , i 'm aware . red wings tweeted about it earlier . oh well - they 're not out yet . ( right ? i do n't follow so close . ) 
well , i think imma call it a night cuz eventually imma end up fallen asleep . but so yea i miss my bae-beeee hmmm ? ? ? da bird is da word 
is heading home . concert was awesome . got to sing into john 's mic . ben threw his pick at me but i missed it . good times though ! ! fb 
i know . i 've been on roadtrip as well . i miss you ! ! i really hope u come down in june , bay ! plan now . come june . 
rip adam cook . you are missed . david cook , my thoughts are with you and your family . i 'm sorry about your loss . i know how you feel . 
i did talk to matt on the phone , he caught me right as a i was leaving . felt terrible i could n't see him today , but i had plans . 
craving girl scout cookies like crazy ! but ca n't eat them , cuz i 'd have to offer them to my obnoxious roomie . i do n't want to share ! ! 
aww ! i have plans i have to remember that monday nights are dancing nights & gt ; . & lt ; i 'll put it in my calendar for next time . 
ps . does anyone know how to do book selling math ? i did bookstore used price minus $ 5-10 , cool ? i ca n't afford to lose to much on these 
now that i have to go to bed , there 's all kinds of good things on the tv lookity-box . ai n't it always the way ? sleep well , all ... 
ok that was a total fiasco . now i know why the nail salon charges 25 $ to french tip your toes ! me doing it was a headache and a mess . 
feel like i 'm in an endless pit essays , books & amp ; god knows wht else rt now in high skool , senior year was a sinch ... ... not now 
i miss you . i wish you lived closer so i could say & quot ; come the fuck over & quot ; and you could be here in 10m not 3hr . 
yeah , the bracelet you gave john ! omg i miss them too ! so much . i need to see them again now haha . too bad i cant go to warped 
i am the biggest idiot evah . it was under my butt . kennedy is laughing her ass off jk . meh feels in the mood to read & amp ; write.peaceee . 
jonas brothers 3d concert movie is out on the 7th of may and i ca n't go because of school interviews . but i 'll see it sat ! ! ( hopefully ) 
long ass day..no jokez ... ugh ! my dog had a sezuire ( im sure i spelled that wrong but w/e ) i got ta take him to the vet in the a.m.. 
ugh im so sad i cant go tomorrow please dont be mad at me that i cant come next show i will try my hardest to come.i & lt ; 3 u ! 
true , i 've always wanted to go . but , i didnt want to be under that stereo type of not going for god , so i was like , screw it 
i burned my hand with chicken noodle soup ouch ! its a big burn but i wont let it get me down ! i 'll kiss my hand a few times extra xoxox 
must get et porn off the top of my twitter feed . anyway , i just played 2 sims through college in like ... a few hours . yes i used a hack 
i like how that guy said 'you blocked me by accident ' xd dont u hate that 'add meee ' shit ? using u to whore out & lt ; 3 you ! 
listening 2 sway sway baby ! ! ! ! just got home from school hav 2 finish srp do n't like our new sciene topic but it makes us all laugh ! ! 
i came back from vacation to the new evb office , my desk was in middle of the room & amp ; back to door . i have a big phobia of that 
wtf ? ! ? where did they go ? i just get a msg that katie steiber is following me & amp ; then she & amp ; her naughty friend are gone 
if you see donnie over there , can u please tell him tattoo is watchin on tv and sends her love ? ! & lt ; 3 lol.. wish i could go ! 
ok , so if a man becomes a woman , and still likes women is he technically a lesbian ? but if he like men is he still gay ? i 'm confused 
& quot ; the gmail gadget does not support the & quot ; always use https & quot ; & quot ; grr doofes igoogle will aber kein http nutzen ... ... .. 
just saw casey groves in the one-actor play & quot ; damien , & quot ; powerful . now i have to leave molokai for oahu ... one more home to farewell . 
david : if edward cullen eats food , does it just sit there ? does he poop ? me : i have no idea , stephenie left that part out , sorry hon 
btw . sam and scott : i wo n't be able to make it im severely bummed i wish i was able to stay . i 'll get my goodbye before you leave 
had i run today here 's the time i 'd have got 49:57 - yey , go me ! but i 'm not racing and ca n't decide what to do instead . 
buster just growled at me . all i 'm doing is typing ... he 's trying to sleep . i swear he acts like a human ... minus the whole growling part . 
i bought mine for the first syd show , i might ask if i can go to both , i doubt that , haha , i hate when my arm goes dead xx 
oldest daughter was quite upset about news piece on the opening of duck season . & quot ; why are they killing the birds we feed at the river ? & quot ; 
i 'm mad i now have the munchies .. uggh i 'm to high to drive anywhere . gosh be a great time eat some late night oreo ice cream . mmm lol 
i wont leave you bear . youre my only friend weep weep . bloody monkey . i hate him . i said this morning . no m 's . no m 's . 
oh melissa ur like the boy tht cried wolf i do n't kno what to believe . i 'm hoping tht u love us tho . ima hit the hay night night peeps 
i cant sleep ... aww man ... its going to be a long monday ... i got another 30 days of rehab ... cause this right here ... its not going away ! 
hi all ! my bro decided to clean the computer while i was at work . mouse and keyboard not working . might be out of the 'office ' for a bit . 
i dont evn want to show my face up @ school aftr my weak prty and embarassing & quot ; performance & quot ; ... .or whatever u wan na call it . 
lovely weather here . oh no , it 's pissing down . our planned bbq may not have been a good idea . oh well , time to fire up the cooker . 
shocks ! i 'm in thermal shock ... i feel dizzy right now ... and i think i 'm gon na have sore throat later or tomorrow . and i hope not ... 
i 'm so tired but i have to study . killer exam tomorrow . i 'm sick of exams already . i had 16 exams already and still got 5 to go . 
morning liz ! lol ! like the new icon ! to the point ! how are you today ? doing anything ? i have , ugh , ironing to get done ! xoxo 
me 10 - 630 , andrew 8 - 4. no idea about the rest , i think it was ben and princeton which could be fun lol i 'm going to be late 
lmao but i didnt have any cuts ? and nose got itchy & lt ; ( ' ' & lt ; ) vega ( & gt ; ' ' ) & gt ; 
im stressed . this wind is just ... killing my vibe . also , im like breaking out in pimples , gross , and i dont know whyyyyy . ugh shoot me ! 
2day kinda sucked , i went 2 bed @ 2am last night and i woke up @ 6am school was shit i went to play with tim , aaron and kurtles this arvo 
lol its cause i lost it and then found it again in another movie case . remind me and u can borrow it . & amp ; no i dont know the dance 
a pile of bills . and the cycle repeats tomorrow . does n't it get simpler ? easier ? call me a fool , but there has to be a better way . 
got a feeling it 's going to be a boring bank holiday h is at work it 's raining so cant go out on the bike and no films left on the hdrive 
i cant step away lol dammit . especially now i have it on my phone . dude the camera is sexy sexy 8mp & amp ; 5x zoom ; ) aha x x 
i have so many song ideas that i feel like my mind is gon na explode ! .. i ca n't even write a song ! there 's just 2 much going on 
the dogs have eaten an entire loaf of bread & amp ; a tube of tomato puree . they are now full of carbs & amp ; sugar , which is obviously brilliant 
i sent a tweet with pic from the top of a hill during saturday 's 60km ride but it 's nowhere to be seen . i was charged a fortune as well ! 
am i alone in this ? exited the stock mkt at a big loss , planned to reinvest at a deeper low , and woke up to find the mkts have doubled ! 
on the last 3 squares on a rubik 's cube how do you work out which ways to turn or is it just trial and error ? help me before i go mental 
ah , i 've got the flu ( not swine or anything just normal stuff ) . not very fun it just crept up on me too , no warning . wah ! 
all the b & amp ; b 's here are about 150+ a night but they are all gulf side.my fav b & amp ; b henderson inn was blown away by hurricane 
i was vometing all ova the place.. and at the end , mrs vall was like to my mum & quot ; is ur daughter a bullminic & quot ; ... like wtff 
wow . i have 122 & amp ; emails to go through and review . 3 buildouts needed and i need to go over 12 sites in development . what a monday . 
long , yet wonderful , weekend made for a short night ! feeling it 2day & amp ; thinking i will all week bc this week is moving week so much 2 do 
see , this is why i hate exams . it 's not the actual work , it 's that if i go out i feel guilty for not being home revising ! grrr 
long , yet wonderful , weekend made for a short night ! feeling it 2day & amp ; thinking i will all week bc this week is moving week so much 2 do 
worst night sleep ever . i felt like i was n't even sleeping . and my neck is killing me . fuck class . i do n't want to get the swine . 
you have no idea how much i wan na come back . it could not be soon enough ! ( tempted to even pack my ps2 , but it 's still early ) 
i got ta get back into today . geez . really not on top of my game today . all the star wars shiat 4 today . just reminds me of jedi fail 
being mad at myself ! i want to go to her concert so badly but when she 's here i 'm on bloody fuerteventura i want to go to lady gaga ! ! 
all i got was the try my ... part ... i dont think its that tho ... i have the flu and a ear and throat infection ... not good ! ! ! 
he 's much better this morning thanks . i use this enzyme stuff on him . had to stay out last night & amp ; he 's a bug sissy about that . 
i agree that a machine is everything , it 's the tool you use , i 'm just a bit envious . i 've got nice monitors at home , not at work 
getting ready to go to my ungraded final ( or as angela called it , & quot ; pretend & quot ; ) . last meeting of the tuesday/thursday lunch crew today . 
this thing ? i dont even tweet that much . do i ? i am now painting my nails *black* and listening to blink . ugh ... i have a huge headache . 
it so sucks , my car broke down last night going to work , just made it to the parking lot , but now i have to get it towed to repair shop 
ok so we 're 24th with all my gadgets removed 4th though ( tvguide , todo , ilike , us ) of gadgets that are n't google and more than a rss feed 
stanislaus , the stalker who , well , stalks stalkers . kind of & quot ; synecdoche ny. & quot ; does n't work for my fav , tho : polygamy . dex 
i just showered . still trying to figure out how to get out of going to my doctor 's nappointment . yeah ... . still wish i did n't have to go . 
rise & amp ; shine people . another long day of school ahead . then math hw with jordan ? who knows.. oh i also have a big mission today too . boo 
bought potted flowers for my , & amp ; jps mom . now i wish i had a yard so i could buy myself a bunch ! i miss flower gardening terribly bad 
some muslim just told me i was yelling in his ear . why do i keep attracting beef today ? i let it slide . it 's a concert fool . hmph . 
oh no ! shannon just had a 4 wheeler accident . she 's up for the weekend to have fun and dani was sharing her new toy . hope she 's ok . 
chuck daly passed away this morning . i 'm honestly sad about this . he coached the detroit & quot ; bad boys & quot ; pistons . during the great great years 
i have to say ... . i hate being a girl sometimes . you ladies know what im talking about ! ! the thing that goes at the end of a sentence . 
did miley dump you awh , so sad no one cares ! you douche , your an old man gramps ! leave miley to be with nick ! niley & lt ; 3 
bummer jen ! no posters for you then ... even when they do come out ! maybe i 'll send u one ! ( cuz u know i 'm getting one ! ) 
i 'm so mad at myself . i completely forgot about the concert and now there is no way i can make it in time i 'm so sad ! ! ! ! 
she 's my cat . and my gma has a dog named missy too . but no i want to shave her but keep the fur on her legs lol she 's shedding 
woke up at 3:15am again-my ear is hurting me again , mayb the way i was laying ? hope it goes cos i will cry if im stuck in again all week ! 
*rats* my tele lens is too heavy for the tripod , the camera will & quot ; fall forward & quot ; . ca n't take a good close-up photo of the moon 
should be a great show ! ! ! ! ! btw : did u ever get to see the hannah montana movie ? ? ? still havent gotten the chance to see it 
i 'm going to be at work for another hour . a nearly fifteen hour work day . my piece of shit boss let an 8 top in at five after close . 
wolverine was awesome.to bad coz i see just half of the movie i feel really bad for tanz & amp ; drew..but i promise i 'll make it up to them ! ! 
happy mother 's day ! ! ! ! ! my mum already left the house before i woke up so i could n't give her a hug and tell her i love her 
my cat gave me ringworm . ashjajsh . this fucking bitch , i 'm going to kill her i swear . i hate ringworm , i 'm so miserableeee . ( /whining ) 
im at sizzlah and i 'm alread being screamed at ! wooow , ca n't we just have a good mother 's day dinner ? gah , i feel left out pobre ! 
joey ! i was a bad , bad girl and told everyone a secret . hold on , i 'll send it to you . you 're gon na be mad at me 
i *still* feel like crap from last night 's idiocy . so i 'm gon na stay in tonight & amp ; watch a movie ... all alone movie suggestions , anyone ? 
lawwddd ! how i hate hempstead terminal ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! do you smell what i smell ? ! poverty 
ughhhh my internal clock is wayyyy off ... . i need to go to bed now so i can get up early but i 'm not at all tired . this sucks . 
home from the show left after ryan 's set ... i stink of smoke but they wowed even me if they do n't win i 'd be shocked i 'll keep you posted 
sickness , it 's bad ... good luck tho . feel better quick . i totally feel your pain . it 's been 3 dr 's , 5 surgeries and 1 1/2 yr 
cake ! ! we need cake ! ( zacky needs cake ) sad.. all the kids grabbed the cake toppers before breanna that 's not right ! it 's her bday too ! 
ugh ... i need to move , get out of this ghetto hick town and meet new people . im sick of it here . only 20 more days . cant wait ... 
happy mother 's day to all the moms out there . this is the first mother 's day that i ca n't call my mom . that has me a little down . 
i 'm soooo upset by the fact that i could have easily went to see all time low perform , & amp ; i failed miserably ; i could cry rite now , 
today at work i see these 2 ladies pass me and one of them says & quot ; if i were 34. years younger i would so jump on that & quot ; 
and if my time on earth were through.. and he must face this world without me is the love i gave him in the past , gon na b enough to last ? 
omg ( in my ultra white girl voice ) i 'm so tired had 2 hours of sleep and been runnin all day , at least i had some good food at houstons 
thanks ! i think a visitor did it while i was gone on a 4 day trip . i do n't give people food , no cat now , he 's so miserable 
i 'm sad i thought this was going to take 15 min ... i 've got so much to do but none of my picts for backgrounds are up uploading . auugh ! 
it was awesome ... . do n't wan na go home met some intense & quot ; salesmen & quot ; in times square tonight , found some awesome shit in a random 
its been 3 hrs at home and i 'm currently wondering how the hell i 'm going to last 2 weeks with these people ... . i do n't miss this at all 
omg , you watched ! awesome . ikr ? i totally forgot about that shower scene ... .beautiful moment . matthew & lt ; 3 tomorrow : b & amp ; s finale 
you woke up early today ? or should i say , you did n't sleep ? it 's raining at my place too , but i did n't bother . tomorrow is monday 
online shopping at victoria 's secret and abercrombie & amp ; fitch i wish i had more money no , i 'm broke . sososo broke this month . sigh : ' ( 
i was n't even home an hour before i got in a massive fight with my parents . it will be a long two months ... and i could really use a hug 
my tummy hurts ! this is why i need a boo so i can complain to him bout lil stuff like this . i think it was that fake chocolate i ate tho 
and why do i have to go through los angeles for my visa ? why ca n't i join the rest of the south and go through chicago ? they 're quick . 
my birthday party was great ! i love my friends & lt ; 3. totally lost my camera at ashtons . a part of me is missing , camera come back to me 
i hate it when i read my clock wrong aiming for a lie in , thought it was 9:30 ... . got up , switched on computer , only 7:30am oh well ! 
nooooo i landed in vegas i 'm meant to be in hawaii . haha i miss you all & lt ; 3 ( mp , mc , rn , jt , etc ) 
partyin with mg in ontario since danny & amp ; marilyn wan na go to sigma nu haha good luck findin a ride cuz we 're gon na turn off our phones in 
i need to go into work early on monday , so that means early to bed tonight and tomorrow . the problem with that ? i know i 'll be up till 4 
honestly did n't know it was mother 's day till 2 days ago and just now got her a gift . i feel like a horrible child . ha ! yeah right ! 
: awww , that sucks ! yes ! it was amazing ! both hilarious and so sad ! right after it i thought of it as the best ep so far.. ever ! 
i ca n't cause mum said that if i do n't clean my room im in trouble she 's mean . its mothers day and she tinks she is da queen of evrything 
waiting in the most ridiculously long line i 've ever seen @ pat 's steaks in philly on 9th & amp ; passayunk . jim 's on south was closed . to ... 
my poor dog , doogie , the white standard poodle , passed away today . i 'm really sad , but he 's not suffering anymore . i love you booboo ! rip 
just woke up from a rather sad dream . i have to admit i miss him . and no , it 's not anything romantic , folks . i hate having a heart 
i cld her 2 know if they have enough . i think they need 1 more bottle . i tried but i failed . r local db ds n't hv any1 w/ b-ve 
freeeeeeeeeedom ! ! ! ! i got out of the house . omg ! it was amazing . ran in the complex and got to the lower floor ! trapped , after hesitating 
what kind of company has a store meeting at 7am on a sunday morning ? ! oh yea the one i work for . blah ! need to be up in 4.5 hours 
happy mother 's day . my mommy ( and pops ) is boarding a plane to seattle , then a ship to alaska . i wish she 'd be hanging w/ me instead 
a great night out with friends in town . superb steak and excellent pinotage . p & amp ; j head home to oz soon ï¿½ we are really going to miss them 
the one that i hate the most just texted my mum wishing her mother 's day ! ! he 's a jerk ! ! ! ! why did he do this ? ! 
unit 9 marked . 6 students failed to hand it in . range of grades from u - a ... so frustrating as they were all in same class ... ? ? ? 
gona miss u mommy wen ur in aussie 2moro ! i no u wantd me to come..but i really cant cuzza exams ! i reli want to tho.. x lovee u ! x 
it 's really cool ! no , i 'm on a pc now , i do n't have a mac well i do but it 's ooooooooold i do have an iphone tho 
awww , i would have done , but i was driving by the station , so couldnt love loose women , such a uni staple ! hope u had a gr8 wknd ! 
my voice 's screwed up . could n't talk at all when i woke up . it 's better now though^^ , what 's bad is that i have to study all day 
btw , i am dany 's friend , marta . d is in hospital right now i am telling u.i am not a lamb.. but i like u and i respect u . 
dreamt about teeth again - worse than ever with all teeth falling out leaving tooth nubs & amp ; some tongue & amp ; roof of mouth came out too . boo . 
man i have family from belgium and norcal at my house , & quot ; where will i sleep & quot ; says the stud muffin who got kicked out of his room 
food tiem i believe . then tidy . then get ready . then study some more . man i miss my social life . may 29th ca n't come fast enough . x 
sure ! ! i will write too ... and u have to wait a little ... cos im going away for a week and u must also tell me what we rite abt 
if i had time to beg , i wud . i have 2 go to work . happy mother 's day to me ! i 'll have a better time there probably ! 
catching up on week 's tv - hig ( more ) nfy and friday 's tru calling ; now on the recap of ramsay 's kitchen nightmares usa - bad clip show . 
on the plane , still uberdrunk , but otherwise okay , roaring to go . sad to leave my friends & amp ; do n't wan na leave the great pbi area . 
i sometimes curse the fact that i have a 24hr m & amp ; s food shop 100m from my door . resisting temptation at 4am is n't one of my strong ponts 
i want to see new star trek . it seems everyone is talking about it on twitter . however , even i can watch it here , it will be in chinese . 
i made a playlist for my mom i wasnt supposed to cry . tears of joy i will always love and appreciate my mom ! ! ! ! ! ! ! ! ! 
wish there was a day between sunday & amp ; monday , with no work ! ! ! what would they call it ? arrrrrr got ta get stuff ready for work 2moro 
up and wrestling with facebook . it wo n't post some of my messages ! ! sorry jenny s and jenny g ! ! fb keeps dropping my responses ! ! argh ! 
eeep ! ! i 'm up way too late . thanks mom , your surgery screwed up my internal clock . catnaps are now on my schedule for the next two weeks . 
awkays , that 's good then . idk what the go is , i missed the fued . but i hate merrick and rosso , so totes on kyles side . ( : 
what a way to go indeed , but the tramps he does will end up leaving and not saying anything , i 'd find ( or smell ) the body ! ! ! 
ok , so , i slept for like 30minutes last night , woke up to pretty much the worst day i 've had since october , and now it 's getting worse . 
had to stay back @ work for 40mins & amp ; now waiting for the wash to finish so i can put it in the dryer . 7am start 2moro , so painful 
if you want to stay on my good side ... ... never call me a skinny mini ... ... i 'm not skinny ... yet like five people called me that last night 
they know a verbal command to attack . hey , i 'm a single mother & amp ; i 'm scared of guns so they protect my family . sorry for venting ... 
lol ! i sent a pic to 10 people with 3 jeans on , and asked which one i should use today , everyone said the one to the right , so ..fine 
sorry - extra news just been to b & amp ; q to get a new shower switch - all fitted and working and i did n't fry myself ! back to work 
tomi ! wan na meet tomi ! i 'll introduce him ( ? ) to simone ! btw , inaasar ako ng wifi hotspots , ayaw kay simone . ewan ko ba . 
happy mother 's day to all my friends , family , followers , stalkers & amp ; random strangers . if i forgot you , it 's because your mom asked me to 
i 've been to church for like 4 hours , do n't get me wrong , its great , but when you 're hungry and have n't slept enough , its kinda boring 
what a day , warm , sunny , blue skies.. had to cut the grass , so tiring , wrecked ... now to study i hate my life so very very much . 
happy mothers day ! mine has n't gotten off to a great start . samantha & amp ; i both went to bed at 12:30am and she 's been awake since 5:30 . 
happy mom 's day ! ( sending from phone , computer is off ) & amp ; i 'm at home sick take care all ! mom 's : enjoy your day ! 
working on a post last nite , how mother 's day is n't the same w/o my mom -lost her 4 yrs ago . 1 of days i miss her most . sorry 
: em cï¿½ t ? a ? ? ti ? ng anh khï¿½ng ... anh mï¿½ t ? t ti ? ng tï¿½u , hem bi ? t ? ï¿½y lï¿½ phim gï¿½ 
so tired today , new babies are hard work ! ! ! ! ! ! the car broke bown yesterday now i got ta go clean it for going into the garage tomorrow 
why do people call at 7am to wish you a happy mother 's day ? 3 people all in a row . nice gesture but now i ca n't get back to sleep 
my t9 text put quesadilla when i went go to put std - mono is mine & amp ; sam 's fake std since it always can pop back up and be contagious 
omg , now u already know i 'm down , except my momz is comin in later & amp ; i 'm studyin till then.. mmm , those ribs - raincheck plz ! 
not yet finished watching this drama , and it will be aired tom . no ! ! i 'm going to reschedule my watch list . bleach 's going to be on wed 
oh i miss those old times . i know you 're there , and i really wan na say & quot ; hi & quot ; to you , but i ca n't 
oh noes ! maybe i do hate you ! ! ! nah - not so much i do n't think ! did i need to reply to that ? okay - my bad 
i 'm in a rather melancholic mood ; nothing ever happen in my life it 's dull and boring . i just want to find a rabbit hole or a magic door . 
yay ! ! ! after an hour drive down this god damn mountain , i finally have service ! ! ! ! to bad no one will be home when i get there 
prom is only a few days away , and it is really stressing me out . i want everything to be perfect ! nothing can go wrong . i want my bff ! 
aw geez that 's really not fair for him , i feel really bad for him too if you need to talk i 've got my phone with me & lt ; 33 
forget a contest , just give the tix to me . my cable went out and i missed gm4 & amp ; had to go to a friend 's to watch gm5 . 
i think i 'm all better now ... yay ... i 'm a little sad because the me that i am does n't get along with the person who has been helping me 
excited to see porsche pull up and meet me from party as dh had gone to get touch . whoop from dh , he found ipod . no new touch for me poo 
buckle up , tk ride in way back machine - paul simon u can call me al waz on radio - video w cc cracks me up , ca n't find it though 
this is awkward . i 'm the only one here and i do n't have a key yet so i 'm just sitting outside my work . hope someone gets here soon . 
dammit , i forgot to color my hair . i 'm gon na do it now . i have to color my hair back to black again coz it keeps washing off . 
mother 's day is a traditionally time for bbq here ... unfortunately i do n't like bbq at all ... but i am also not a mother ; - ) ; - ) 
b een for a swim and my arms are killing set a new task on my modeling site on bebo . i 'm a little exited lol - i always do ( : 
emceed a debut last night , it turned out well , but i now feel very old ! gon na head back to sf in a few . yay 5 hours of driving 
i got like ten ... . love the fro ... . comments , yeah if they only knew that next week its gone lol now going to sit at a restaurant for ... 
im good darlin its been awhile ! how are you ? yea i saw the game , sad face ill be in dallas in a few weeks , party ? ; ) lol 
omg the world is overrrr ! ! ! my bberry is dying ... aaahhhh ! and i 'm @ the movies . hopefully next day air will keep me entertained . brb yall 
was supposed to wake up at 6. woke up at 9. good job , luey ! i 'm so tired . which sucks cause it 's only the beginning of the week . 
well cursebird hates me ... what a load of shit ( maybe that 'll work ... ) fuck it im going to bed ... at last ! want to be on cursebird though 
noooooo ! ! ! ! ! i love that movie ! i guess i could have recorded it , but it was n't at the beginning . it 'll come on again . 
oh , i ca n't . i mean , how would it work ? i 'd go , and then lee 'd go ? we 'll just wait for the dvd release . 
i 'm working on a legacy program 20+ years old . bad old programming . lots'a bugs to fix & amp ; re-architecting to do . but i will fix it soon ! 
i ran over my neighbor 's dog today . i ca n't even express how awful i feel . they had to put her down . i thiink i might have to move 
had a nice mother 's day and spent with the best mom ever . also , my car broke down today . that was n't so nice . it just got towed . 
i remember fools used to make fun of me because i played so much dilla . & quot ; awww more dilla and madlib & quot ; -- real talk ! ! ! 
im not getting on here 4 a while if u know me u know how 2 get @ me im starting my isolation no one will care if im gone n e way 
wow . ii just hate my life rytenow , i dunno why iim just seriously not in tha moooddd ! ! ! and i misss my pupppyy she 's in for surgery fml 
starting my take home exam ... i 'm glad it 's take home so i can get a good grade , but i ca n't bring myself to settle down and do it 
i have a confession to make . -sigh- i ... like ... 1 song from the jonas brothers ! oh , the horror ! i feel like puking just thinking about it ! 
did n't get anything done this weekend , lol . pretty crappy weekend , i 'm not gon na lie . bummed about the owl shirt and i have a ton of math 
omg just found out that i might be getting fired oh and i told her how i felt and she laughed in my face . what the heck is it a full ... 
ugh . what a waste . i just replaced the cartridge of polaroids in my cam , but i still had two left . so they developed as i took it out . 
is thinking & quot ; until when she can survive with the 'jb-kl-jb ' weekly routine ! & quot ; her mind & amp ; body just could n't take it anymore ! 
i have created a monster ! ! on a sidenote i am able to post pics but i ca n't upload my profile pic i 'm going to try twitpic like cuz said 
can someone please check out my website and tell me if they can see my adsense ads ? my bf says they are n't there , but they are when i go ! 
i brought my lappie to tanene 's office this morning . i hope they can fix it i do n't care how long it 'll take , i just want it fixed ! 
sooo , i was thinkin of cheatin my paper and double spacing , but it did n't even bring it near 40 pages i 'm barely on 16 pages ... . : \ 
i cant believe that he has to come running to me and i have to give my & quot ; there are plenty of other fish in the sea & quot ; speech 
why am i so itchy ? i have n't changed soaps or degergent or used any new lotions or anything . i am on day 2 of my skin driving me crazy ! 
just finished watching the house season finale . what ? ! argh ca n't wait until next season . wilson , you really do care about him . & lt ; 3 kutner 
money , money , money ! must be funny ! in a rich company ! i 've been told paying 42k usd ( 6 man-months ) is expensive ! god save my project 
my 26 yr old son passed away on may 5 , 2009 ... my heart is so broken , that i find it difficult to even breath at times . i miss him 
that is tragic . ; ) um . i know you can torrent some of it . like i said , youtube has some episodes . but idk , otherwise . sad . 
of course , yes . but alex got so little time to show his stuff . it was n't fair , and i remember screaming at my tv at simon . rude ! 
i miss regular old highschool , where they pat you on the back , & amp ; give you a break when you have a tummy ache . no more college classes ! 
now their playing christina aguilera 's & quot ; dirrty & quot ; . lovely . know what 's not lovely ? i get to take my canucks flag off of my car 
he 's back in portland i 'll see him on sunday . debating on whether or not to stay longer than 4 days . he 's asking me to stay the week . 
i need new tire recommendations for 18 & quot ; 225/40 92y ? my speed demon ways have already burned out my oem 's on the gti . at 14k ! ! ! 
pray for my grandaunt she just died this morning . her daughter [ my aunt ] is in the states and she ca n't be here now so pray for her too ! 
what a heartbreak ! i do n't know if he can fend for himself , we still feed him baby formula . and what if it rains ? hope he comes back soon 
man , i know i sound lame for this ... but i rly do miss when cobra starship wasnt ~big . i remember the 1st time i saw them live 3 yrs ago 
its so outa his character ... he 's changed ! that 's not the rell i know i 'm so mad jaz , idk wtf to do ! y shit always hapn2 me 
i know ... & quot ; never give up & amp ; stuff & quot ; ... however , ( sometimes/often ? ) why i actually practise that much , mmmm ... . 
my gosh ! i wish i were rich ... even if i just had a slight abundance of cash , that would be good . it used to be that way for me 
oh boy ! i dunno y'all ... staying in the house , taking my meds , closing my window at night ... still feeling worse . pray for ya girl , pls . 
et is terrifying . yeahh i 'm going to prom on friday . wish i was going to morp ca n't wait for sat either ! do u wan na come here ? 
i know ! ! but i 'm going home on sunday ! i emailed him telling him i ca n't go.maybe by some freak of nature i 'll be able to attend . 
i wish i knew your dog ... sorry that pooh is gone . mine 's a doof but i love him . i wonder how greg 's doing . so sad for them 
a.i tonight if you did n't see it yet , stop reading this . i was sad that danny got the boot i wanted to see him go head 2 head with adam 
nearly was up to speed on picture posting there ... now they will be coming too fast while i move & quot ; too slow. & quot ; name of pizzaria forgotten . 
my feet are pounding , my eyes burn , my neck kills , my back hurts..but dammit i 'm gon na make the deadline ! and i 'm sad danny got voted off 
it 's funny , sometimes creativity can hit you in a wave of & quot ; do it this way dummy & quot ; and yet some days it just deserts one completely 
if this hotel had a faster internet connection , i would be asleep by now . at this rate , i may get less sleep than last night ( 4 hours ) . 
and im sneezing a lot ! its defo swine flu ! woop woop no exams ! & lt ; & lt ; this is what edexcel have done to us ! ! ! 
aww man i heard ! you guys suck for going all late & amp ; & amp ; no she didnt but i heard about it lol go tomorrow i work with april 
yes , were there last june . stayed with friends in oswestry & amp ; did the rounds . ( sold our cottage 4 yrs ago ) not this year , tho ' 
i am so not awake.. i do n't like my tea very dark . but i left my teabag in it way too long because i forgot . it 's dark now . 
dear call centre focus , i wo n't attend your webinar as i do n't work in a call centre . sending 4 emails does n't convince me that i do boo ! 
oh my god , lost ... i do n't even know where to begin . so fucking amazing , but also incredibly depressing - the most it 's ever been . wow . 
eating my own homemade low gl granola bars , yummy , but i still want a chocolate it 's ok , baby steps , baby steps ! have a good day all ! 
gosh ... im in such a mess ! ! ! lol ! its like..aargh 4get it ... like u care abt my messy situation ! like u can do anything bout it ! 
seems to be flavour of the day & quot ; twibes & quot ; thats tgree peeps incl myself who hv just joined one on my stream , i dont get it tho 
good morning world ! ugh ! now i know why i make & quot ; everyone else & quot ; work the 7 -4 shift ! it 's barely light out there . 
i wan na watch a movie called my bloody valentine 3d at blitz ... but , no one can go with me ... sucks ! my bro dun let me go by myself.. 
oh i 'm sorry ... hehe : -p i have the same problem too do n't worry ! ! i 'm learning to live with it slowly ! ! hehe ; - ) 
oh by the way ... yeah ! i miss our cheap suits and shoes ! anytime i 'm down in ms to c billy 's parents ... i go shopping . ; ) 
i really do n't want to cut fruit from 6:00-2:30. fuck my life . i 'm so taking a nap when i get home . yeah right i never take a nap anymore 
that 's me out of credit mate are you back before i leave on the tues ? what is your email again ? i am ok , but i have n't grown ! 
that 's so strange ... i could n't even find your page . well , i 'm glad you 're ok ! i 'm fine , apart from having a bad cold . 
sounds like it 's going to be a fab & amp ; fun event ! i wish i could make it but with the wedding coming up this year can not make it 
for the people that call me , please do n't think i 'm rude cause i do n't talk much . i got 4 ulcers in my mouth and they fucking hurt . 
amy ! ! why are you sila 's friend on facebook ? ! ? ! i 'd delete taimoor if you break up ! i hope you do n't break up though ! 
updating web pages = quick & amp ; easy . doing it properly ( ensuring all links work & amp ; formatting is correct ) = slow & amp ; v boring . 
