i have a sad feeling that dallas is not going to show up i got ta say though , you 'd think more shows would use music from the game . mmm 
i 'm deep & amp ; sensitive ... apparently ! ! i feel neither deep nor sensitive right now ! still feel awful , but trying to sty positive . there 's 
joaquin must go to school maã±ana . it 's his last day and he must do a presentation . i hear him hacking like a pack a day smoker right now . 
i know ! i still love him but that was n't nice ! ( even though he was only being honest ! ) - which , btw , i love too ! 
ooo sweet . i got a bbq tweetup on sat . to attend , bringing the g10 with me for sure ; ) . had to put off getting the d90 tho 
just maxing out . done cleaning for the night . i wonder if my mom could buy me an sd card for my birthday . my phone is fucked without one . 
oh those dumb dogs ! ! got into a fight ugh and now they 're both bleeding . poor billy bleeding on his chin , and lilo 's bleeding on his nose 
at the time i was knocked out on my bed , my fave pop punk boys were signing in newtown . benci . i could 've been there n gotten hugs . 
i 'm currently in sad panic mode with all these talks ! did i just miss something ? ! ? ! ? ! will i ever get to seeafter 20 yrs ! 
lol i did n't but i 'm gon na pig out once i get home ! ! *sigh* be thinking about that gordita though ! have fun @ the gym cutie ! 
nah , twitter one . what do you see ? anything ? i tried to change it , and all i see on my profile now is a ? in a box 
ah christ , and on thursday there 's a screening at the gft with a live link up with ken loach and eric cantona himself ! and i ca n't go ! 
& quot ; ... and by just clicking the mouse twice , flipping it 360 deg. , snipping it and double pointing its upper right edge you can ... & quot ; 
removal people are due friday & amp ; there 's work to be done . but we 're still on the net . - same here but our boxes have n't come 
dude , are you on a mission to make everyone crave for mickey d 's ? ... cuz it 's working ! aaargh ... diet ruined , you happy now ? ? 
so i 'm going 2 try it again . lights out , cell off . if im back on @ 4am , i do n't know what i 'm going 2 do 
-holds self- please wake up ... . idc if it 's 5am . please . now you guys have to listen to me moan . -cries- jess , i need you . 
shit ! ! i have to take back my last comment , he 's only 17 one more year ! ! but , seriously someone has been eating his wheaties ! ! 
went to bed at 11pm out of sheer exhaustion , slept 2 hrs , now wide awake w/ insomnia . my body aches , think i 'm coming down w/ something . 
daughter 15 's turn 2 make lunches . well , you 'd think i asked her 2 throw her mobile out window . did them myself . fed up with this crap 
again , uff nothing milan , nothing rimini , nothing ashley , nothing nothing , only damn memories . ashley , i cant ' wait to see you again ! ! ! 
i would give alot to play in an movie . to have people who look up to you . i want it so bad i think i 'm gon na cry ! 
meh saw conan & amp ; liked the opening & amp ; bit at universal studios , but thought it went down hill from there ! will ferrell was lame 1st guest 
@ work want smoothie , too 'spensive all i can think of is food *tummy rumble* oh lost 4lbs over the past 2 1/2 weeks . need to keep it up ! 
it sure does n't feel like summer here in michigan yet . woke up to a temp of 40 degrees ! it 's to warm to snowboard and too cold to bike 
ordered coffee yesterday . now they say i hav n't payed for the last sending . but i did ! ! ! no coffee to sell tomorow have to call them ... 
3 quarters of the followers that actually communicate with me are still talking to me . not bad . just 2 key people & amp ; i 'll be 1 relived man 
wow that is a busy day you 've got planned ! yeah im good . im being lazy atm and still lying in bed haha . i need to pack stuff ! 
catch yous up ! study time ! ehhhhhhhhhhhhh ... see you when the sun hits 8.00 am lol . or just when i top up hehe ... .x & lt ; 3 
woke up tired as hell ... only got 4 hours sleep ... and thats after 2 hrs in the gym and 2 hrs in the pool ... now i 'm at work 
hayfever which is a cruel and mean trick , as since i moved by the sea i barely get it at all . but my face is itchy today : ' ( 
my powerbook cable burnt a little . nothing happened , i just got a stroke . i hope i can solder it . if not , my ba thesis will be delayed 
hey , you know what sucks , is when your kid has been barfing all night & amp ; wants to nurse but you feel that nursing might make you barf . 
forgot to tweet on the weekend . whoops . time flys when you 're having fun i guess . which must be why this report is making it go so slow . 
anyone else sun bathing ? iv had to in for a bit i burn easily and sun stroke gets me if im out too long loving the weather though ! ! ! 
neighbors threw an american flag in their trash cart.not cool.there is a proper way to dispose of her and & quot ; out like bad banana & quot ; is not it 
im sure if you ignore it . tax day will go away . . ugh , this year , even after what they took out , i had to pay more . 
im not goin summer time ball & amp ; i live in london too ! ! = [ really upset about it lol , anyways hope you enjoy it lol izzy x 
im gon na to try to put a positive spin on things ... working 26 of the next 48 hours ... .fuck , shit , damn , ... .. damn i tried.. 
why does twitter still say & quot ; from web , & quot ; when i 'm tweeting from snaptu ? i suffer from ocd . things like that bother me . 
i dont know whats going on ! but school social studies state test today . love you ccw and nmg & lt ; 3 . :5-24-09 : . & lt ; 3 
any chance i 'll & quot ; see you coming & quot ; to vegas on tour finally ? or do i got ta trek to la and mexico city again ? 
argh homework ! boo . not really , probably be on here and outside most of the day haha : ] aw thankyou lovely ! yours is too & lt ; 3 
abby was up late last night ... she went down at 8:00 pm , but that did n't last long . carey finally got her back to sleep at 12:30 am ... 
i had a dream that i didnt have any soap and could n't take a shower ... i was so scared ! thank goodness i have lots of soap in real life 
: yup , that 's when i realized i was in the wrong line . why did n't anyone tell me i ca n't be hari seldon tinkering with comps ? ! 
ok still nice to have new clothes , oh & amp ; if get ordained/officialised , can i 'marry ' u both ? think of me as ur own joey tribiani ! 
i 'm up , sick no more ( : and it a better temperature outside ( : buut looks like i 'll do zilcho seen as everyone went out when i slept 
i wish i could put some yoga pants on , stumble my way to the brew , and read john piper all day long ... instead , i am off to class 
i 'd love to but i 'm up to my neck in it at work at the moment - if things calm a bit then i can come , but otherwise no 
woke up at 4am , thought i was late . then woke up at 5. then at 6:23 , 2 minutes before my alarm went off . bad day i think ? 
oh , i have been in april actually . i talked to jo on the phone about it too when i was there . we could n't make it to meet though 
finally got 2 watch only bit of asylum i was interested in . jensen talking about his dog . i miss our dog . one day i shall have my own ! 
does anybody do webdesign or layouts n wan na hook me up ? my myspace looks like sht n i still have this banner a fan made but get fun of 4 
wonders what p ! nks new tattoo is of on her arm ? ? i think its ur beloved dog but no sure ! ! love the tatts ! ! ! ! 
has to go to the dmv this morning . have to get copy of car title . this is a good reason to keep important papers safe . no dmv visits ! 
working on getting the kinks out of my itunes release , & quot ; life , love , lessons & amp ; jazz & quot ; . it was uploaded wrong , 
how can they let us write abt something that we never & quot ; touch & quot ; before why is & quot ; huong river & quot ; why why why 
so much for clearing through my to do list , i 've spent all my time since on something that was n't on my to do list to start with ! ! 
no , i forgot to send back the form 4 foregniers ppl , on time.. so they r waiting 4 me in ita 2 vote , but i ca n't make it 
three photoshoots a day to pack and then i 'm off to maine . gon na miss coaching my conestoga team , but that is the only thing i 'll miss . 
i 'm such an idiot ! thinking it was gon na be in the 60s and rainy i wore a sweater 2day . its really gon na be 90 degrees ... .fml 
( symphonysoldier.com ) omg . so shocked . i mean seriously ian ? out of all the people in the world , i never expected this ! you 'll be missed . 
i 'll probably miss most of the e3 conferences today . going to see up with megan , my mom , and grandmother , though ! imax + 3d , woo ! 
me , too ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! 
had an upsetting convo with my sister last night ! she 's stuck in vancouver on a bad vacay and i wish i could save her ! ! texas is too far 
no way . can you get a sneaky sneaky picture ? ? can i visit you at work ? ? i need a job when do you go to scotland ? ? 
fail whale , i want to eat that poptart . but i 'm still full from dinner . barwww . and yes , the poptart was also from & lt ; 3 
why is my nose still running ? ! where does this all come from ? ? and the sneezing ! my customers will think i have swine flu tomorrow . : / 
i know what you mean i want my pre baby body from b4 the 1st baby back 118 w/ abs of steel ... i rocked it & amp ; i miss it 
hehe , no need to be bashful , i was actually much amused ! and it 's too true ! lol ! i 'm good , attempting to some get work done 
i 've acquired a huge blister on the back of my heel i think i have one on the other one as well , but that one 's not too bad . 
i feel like the life is slowly being sucked out of me woke up drenched ! showered 5x yesterday here we go again ! 2day i cont . my fight ! ! 
i ca n't believe he 'll be back tomorrow . this will be the 1st time he comes home & amp ; i wo n't be the first person to see him 
i 'm good . had enough sleep . but shivering going to see up ! today , so that 's making me super happy and i think i 'll get some ... 
had straggler ( last year 's lamb ) , and two singles born christmas day ( due feb ) here . where there 's a ram there 's a way ! sheep 
gon na do some stretching before the run , hopefully this cramp on the right will go away . it 's a gloomy weather , i do n't want cramps too ! 
sorry that thing is contagious ... at least the literal video has 1 of the best lines ever : & quot ; my matress is made of gypsy sluts. & quot ; 
just about to goto bed ... .not tired at all but its 11:30 almost and i have to be up at 7 nighty night all ! ! ! ! ! ( : 
thinks i tweaked my back last night , while lifting heavy bags of sand and soil . yes , i have 2 strong sons to lift , but i was home alone 
it 's good to wake up a little later than usual ... but i still need to officially check out from school . i got a little more work to do ... 
awww vodafone , do n't be like that , i need you to work on the laptop so i can still browse fast while the landline is capped ... do n't die 
this is utter pants 4 fans blasting , 2 windows and a door wide open and still i feel all hot and bothered ! i wan na get outside ! ! xx 
depends how far the plastic is shipped from , or is it recycled ... the best 2 have your own bag ( s ) , and not forget ... i tend to 
please take note : unless you 're on your death bed , please do n't call in sick if you know it 's going to be a burden on your co-workers . 
note of warning - if your voice ever starts getting raspy , do n't keep talking . you will end up w/ laryngitis & amp ; no voice . like me . 
today has rained all day , i hope that comes soon a bit of sun besides during this time my hilary is a bit sad , i want to see her smile 
and marc ! /tommy lose to the bryans in three . fena and muzzah on court . i am off to have my hair cut and get ingredients for cake baking , 
note to self : check for types you twat ! my big tough pitbull hid under the blankets in bed with me today - its storm season ! ! yay ! ! 
does anybody have a jonas brothers 'a little bit longer ' album they can scan for me ? i have it , but i do n't have a scanner begging you ! 
i know . why would somebody use my identity for a new phone ? ! i mean ... i have other id but nothing & quot ; officially & quot ; recognised 
i did that a few months ago & amp ; the headaches only lasted a week or 2. the worst is being tired as eff & amp ; unable to have coffee 
ohhh spent way too much time in the sun the last 2 days i am now as red as a tomato any help on how to stop it hurtin wud b great 
swam 6050 yards on just a yogurt for breakfast . i feel like my stomach is going to collapse in on itself . ugh ! and i 'm out of yogurt . 
fucking hell , my work laptop is crawling . fscking 4 year replacement rule . bastard ! whoever said & quot ; 1.5gb/60gb is enough & quot ; didnt run vmware ! 
how do u feel if ur bf will go far away but he acts like nothing 's gon na happen ? do n't tell me , cuz ' i know the answer.. 
: yeah i got it . but its not a promotion aftrall i think theyr jus doin that now bc of the budget . ima giv it a yr n c . 
omg . the school called *shakes head* and woke me up from my nap . i am doomed to never get a solid sleep , huh ? *whines* go to go . 
wow . i was thinking today was june 9. i guess i was hoping it was 11 days until i got to missouri . i have 18 days to go though . 
i kno i was looin for that one , they need to launch all of them in the bottle i got the mango 1 thatll have to do for now ! ! 
the nation reports on the & quot ; academic class system & quot ; of tenured & amp ; adjunct profs . bad time to be on the job market . /adxu 
after several days of blue skies , sunshine & amp ; hot , still air . it is now overcast & amp ; growing muggy . i do n't like muggy . 
i cant . they filed for bankruptcy and no longer exist . i waited 3 years for him to give me the ring & amp ; now i cant wear it . 
want to die . there is not a part of me that is n't sore , and i 've got two hours of taekwondo today . and tomorrow . and thursday . 
hey twitter i miss u ... i so wish i had twitterberry again but it fuks up my fone start working monday full time wnt b on here much ; - ( 
class night tonite ! if i look as amzing ( if not more amzing ) than semi i will b xtremely proud ! but only 2 days left & lt ; 3 
ouch . having repaved ( a lot , as it turns out ) recently , i have the fear of exactly that every time , yet i do it tired too . 
i 'm not going to be the first one to say it but ... nintendo , you 've let all the & quot ; adult & quot ; gamers down ... ... 
team ninja ( doa ) developing metroid ! ? samus aran 's suit will have breast physics . j/k . looks good -- still no new ip 's . no miyamoto e3 
i was near sick.. & amp ; to top it all off cause the back door been open all day its like a bloody insect farm in the house too ! ! 
ugh make time stop for about to more hours . i do n't want to go back to work yet i need more sleep still cause i really do n't feel well 
its sad that i have to sneak in2 the bathroom @ work in fear of my coworkers turning the lights off on me , just because i do it to them . 
my dumbass went to look it up online and this is what somebody said.. & quot ; i hate that claudine is in the & quot ; summerland & quot ; nooo 
ha ! it may be too late by friday to put it on hold if all works out . ; ) too bad we live too far away for a playdate . 
sorry i ca n't ans direct msg to you because you do n't follow me . i ca n't do it via cell phone.. i do n't know how.. i tried . 
nooooo , im really hurt ! good bye forever ! ... ok , makeup hug ! : b hahaha omg , im freezing . how is the weather in there ? xx 
is it possible to share your used links in the & quot ; remember the magic & quot ; talk . the slides were switching to fast to write them down ... 
nooo i never thought i would fake tan so much it looked orange . but . i really did n't tan for that long . and i 'm orange . ew . 
clouds have arrived and my day was poo , im burnt and my boobies are sore . however my mummy did buy me a cut top and i have a rolo yoghurt 
c- in math right now . i 'm sooo stressed . i need an a+ on this project and do realy well on every quiz to bring it up to a b 
the school system sets out to traumatize me a little more each year . i do n't want to see people on fire , thank you very much . panic - me 
i just saw the new jls video ! ( low budget shame ) but i did n't realise oritse does lead vocals ! funny focusing on marvin 's six pack lol . 
yes , mr. bo $ $ man told me he wants to do that . it 's an amazing challenge but i 'm stuck in the 17th century with no flexibility . 
system of a down â€ “ lonely day ... .going to log out for a bit , no one to play with ... ~take my ball and go ... â™ « /~7iaq1 
eff . still feel like ish ! boobrry is sweeping , mums is having vanitysurgery , mads is wrking , bay is in skooly . best is leaving me 4 a wk 
any flash experts out there ? i need help . my swf plays fine on the computer , but only goes for 2 seconds when put onto the kiosk . qqlf ? 
have sims installed ( finally ) . hate to say it , but i think i will have to try it out later . the advil is not working for me anymore 
just da sight of ashley can make my worst days good ones . i ca n't imagine school without her now . i only come 2 school 2 see her now . 
i 'm finally done with my first body paragraph , ,but gosh am m39baa : @ cz our survey questions were wrong so magdr aktb body 2 as easy uh ! ! 
jess grab your sister and come back to florida babe & lt ; 3 im missin you girls ... ... ... ... & lt ; /3 & lt ; ~~~my broken heart 
so , i recently found out that what was supposed to be the final book in one of my favorite book series , the wheel of time , is now 3 books 
e3 well i would say ms is the big winner of the e3 , sony made some nice impressions of its new psp and what about nintendo ? ? we 'll see.. 
this yea will be the worst birthday ever , i have 3 exams on it and i have to wake up at 9 and come home at 6. happy bday to me 
got into a car accident ! me and honey are shaken up ! the mr. man hit me ! ! ! ! ! ! ! ! ! ! ! & gt ; 
: : yeah exactly . i was quite shocked by it i 'm gon na try and read more about it , cos i want to know the truth behind it all 
i 'm sorry . have you talked to her much in the past ? i 'm jealous you got to talk to her , ha-ha ! even an argument is good ! 
hello twittervile - poorly purple just checking to let you know i 'm still alive . legs & amp ; head not good , so ca n't pc much at the mo 
oh poo ! ! i ca n't remember the password to my bofa profile going on a tour tomorrow at a massage therapy school . why the heck not : / meh.. 
oh no it 's state of origin time . cockroaches & amp ; toads ill stick my head in the sand for a while realize there 's nothing else on the box 
is back home from school again ... the days just get worse the closer we get 2 summer . watever though , i might go 2 my friends house on fri . 
crazy bored ... no car ... stuck at home ... jeff is putting a floor in a rental , should have been done this am , but helped big sexy instead . 
2day almost sucked & amp ; & amp ; & amp ; & amp ; the vinyl that we ( & amp ; ) picked out 4 my kitchen chairs iz discontinued 
zooey got towed to a local a/c mechanic by aaa . i am relieved it should be all well by tom , but this is my first night not in the bus 
i 'm so damn tired u would think i went to china and back , i did n't even leave my time zone i need a week to wake up ... . 
that is very good to hear . glad you had a good day . i did not get a chance to see anything on the open all day ! too busy . 
disappointed by keyboard cat 's appearance on the mtv movie awards . he 's & quot ; sold out & quot ; to & quot ; the man & quot ; already 
anxious for ronin to come home so i can hold him . he has gondis ( not sure how to spell that ) so no one can hold him right now . 
im in sooooo much pain ! ! ! someone please get me out of here ! ! ! and then i have to drive home . this will be an eventful drive 
i have a 77 in spanish so if i fail the final ... .its bad news ... i might have to re-take the semester we dont want that ! ! ! ! 
finally @ parents ! left yesterday , took 2 hours to get out of vegas . had major allergies ! was too tired to drive . had to get a motel . 
i need dinner but i 'm still waiting for a fax from work . also i have no food . attn ! need partner who cooks . i am inept . lol 
did n't make it early enough to see ds and instead enjoyed a nice sushi dinner in the e. village w/ d ... had n't had sushi in about 7 mo ! 
how did i miss the proposal premier in la ? ? ? i 've been waiting for it so i could see sandra bullock and all her beauty , live in person 
there 's way 2 much 2 say about what all happened on here . i 'm just trying 2 keep it together right now & amp ; not burst in2 tears . 
2 am ... and i think i 'm actually almost done ... maybe this wont be an all nighter ! i guess i should n't of had all that red bull then.. 
1 br apartment in my complex price just got raise up to $ 995 which is $ 50 more than we like . we were hoping it would stay @ $ 945 
ahh the sims 3 ! ! i wan na get it soo bad . but my brother was yelling at me not too cuz he thinks it will slow the comp down 
so , fasting diet day 1 - smell of french fries in the air . track to mike 's desk . not fries but peanut butter toast ! i 'm hungry . 
well i dont think they had any shops , in uk anyway , clothes in selfridges , harrods etc ... the & quot ; cheapest line & quot ; was soo fun 
yay got to spend almost all day with my bff sam ... ca n't believe she is going to pensicola and then on to san diego ... no bueno ! ! ! 
so just heard there was a murder oh 2 blocks from my condo ! this is supposed to be a revitalized area ! when will people learn ? never ? ever ? 
on some real s*** ! i was made 4 ny every time i meet someone new in l.a.they ask if i 'm from the east ! and i never been 2 ny 
i agree blah . im gettin a 96 , but im doin the e.c . just in case i fail the cat cuz ive already spent like 3 hrs on it . 
my right ankle hurts like no other ! maybe learning how to skateboard this late into & quot ; childhood & quot ; was n't such a good idea after all ... 
lately all i seem to be doing is running back and forth to the vet with the cat . he has n't been doing well the last few months . poor ty 
oh man tht burger sounds delicious ! i had 2 pieces of pie today thats it . yea i quit i did n't want to but it had to be done . 
unfortunately did n't get the far lmao ! ! went 2 tim hortons got an ice cap now @ home waiting on my bestie 2 get here ! ! i missed him 
billions of eye contacts. ! i have , i love him alot , to bad only seven days left of school. ! the bad thing is i think i make it obvious 
hope that 4 am shift worked out ... and i done tole you about kogi ! when are you in la next ? ( ps : fares are cheeeeap now ! ) 
hey , just wanted to let you know i wo n't be on tonight , i have to go to bed at 9 so i can wake up at 5am booo ! 
i feel like a scoop of ice cream that dropped off a sad little kid 's cone at an amusement park on hot summer day . i wish i had a pool 
myself . i honestly do n't know what i was thinking when i thought i wanted to get pregnant again . i love both my kids , but i doubt myself . 
you know , as much as i like the taste of most of nutrisystems , i ca n't get over why none of it needs refrigeration . this is n't meat ? 
goodnight tweeps , i 'm medicated and about to be out . ya 'll pray i do n't have to have surgery on my rotator cuff . the rehab did n't work 
eric help meee ! i 'm a runty little 5'6 and a half ! i ca n't be weighing 212 lbs ! i look like a trollllll ! ! ahu-huh ! huhnhuh 
cry , scream , sing , write , exercise ... any of the above ? weak advice , i 'm sure , but ... that sucks . i 'm sorry . *hugs* 
we salute you too ! i ca n't believe that you 're backing to uk it 's really sad . please , back to brazil asap ! we need you here ! 
i feel like crying ! i 'm so disappointed ! my mom has a super old pc ( xp ) but i do n't think it will work on that either . 
yes ! ! pure awesomeness ! ! ! but omj . i ca n't find root beer ! ! ! ! ! umm ... my house sucks at life . psh . 
i wish i got that earlier than now ! i got called in at work & amp ; just came home i definitely wan na come next time , let me know 
being a cubs fan is gut-wrenching and i 've been at it for over 40 years . no hitter going into the 7th and up 5-0. now 5-5 in the 11th . 
3:10am , ca n't sleep due to heat . fan 's burnt out due to overkill last year might go on desktop and play bejeweled 2 , doubt i 'll sleep ... 
working @ home , playing catch up at work sucks ! my office has no a/c why did it have to have a warranty ? they will never come to fix it 
true . better late than never . but what a doofus i am ! this park , btw , is a little tiny thing , right by a major street . not 
eww ... uri and ella are eating grape tomatoes and gahhh - jello ! ! disgusting ... eww . my mom is eating it too ! i ca n't watch ! ! 
fuckin grades make me want go to bed n not wake up lol two b 's n two c'-s most would thank tats good grades but l use to bplus n as 
lol i have dark hair and blue eyes . it 's not that tho , i guess i 'm just used to the brown so seeing blue is just ... weird . 
to be able to do some climbing this summer , i embarked on my fit plan w/ wii my fitness coach , how hard could that be ? limping for 3 days 
oh , lol ... my bad . i did n't get that it was a mmo . tfu was a first player action game . bummer that it 's a mmo . 
omg i was watchin the hills a few nights ago and the sound kept going in and out at the worst times i was like no i wan na see wat happens 
oh no , you make me feel like a real piece of crap ... guess i deserve it i got ta lotta stuff do to , which is the lamest excuse ! 
awww ... . damn first you ca n't meet him , now you ca n't even get his cd ! i could send it to you until you can buy it ... 
i 'd love to buy the new album , but there 's no add to cart btn for the digital version . it 's hard to buy your music in the us 
i think im addicted to the internet . every time i go 2 do somethin it leads me onto a trail of dl 's and apps and i keep eating hdd space 
i 've been selling on ebay for almost 9 years now , but i 'm lookin ' to get out . been doing it full time for 4 years and ... ugh 
my english paper i sucks ! my essay was a complete disaster , and my part ii.. i did n't even finish . on the other hand , english ii was ... 
almost everyone on swim team does dynamo now . swim team is supposed to be for fun , right ? i guess i 'm the only one who still thinks that . 
i really really like the black & amp ; white cross stitch , but it will come off , as its sewed on , its like thread , and its more ex 
hi friend ! it was good . i slept a lot of it and did some running around . now homework how was your day , stinky ? ( sewage comment ) 
okay ... 1 more smoke & amp ; then off to bed ... 2morrow is going to be busy . need to do some shopping ( what a nightmare ) ! ! 
one of the cheaper ones.less than $ 200 . since i 'm still new @ geocaching it 's good to me . have to buy the street map though $ 50 ! 
hope u feel better soon ! i hear weather in nz is terrible right now . am back in nz in 8 days , not looking fwd 2 cold weather ! ! 
hi my dear stupid girl i miss you so much i will talk to you tomorrow on msn if i see you on it ok ? i loveee you girl ! . 
- i 'm not gon na lie , i used to watch it with my gma . it was a pretty good show , too bad two of them passed away . 
drinking beer , sorry , i failed i 'll drink nothing but water for 24 hrs . ( starting now ) to make it up , as soon as i finish this 
whew ... put on my booty shorts and white v-neck . grabbed hello kitty and a cup of water . i think i ate too much sweets today for a snack . 
hey whats up twitches & amp ; twiggas ! ! ! ! what the fcuk is up tonite ? ? ? feel like i have spoke to my twits all day lol 
am getting some kind of sore throat thing . considering not going to knitting tomorrow . do n't know if i 'm sick , and i 'd hate to spread it . 
how come i did n't see you ? ? i agree about the fries . they take some getting used to , but once you 're hooked , you 're hooked ! 
have n't & quot ; tweeted & quot ; much . kinda had a crazy drama-filled day . did some shopping in minneapolis too , always crazy traffic how 's everyone ? 
oh no , he 's not really scary , he 's just so annoying and ca n't take a hint he has a bad reputation , so i 'm staying away . 
in ipt just chilling to the lies of & quot ; im yours ' ( jason mraz ) and using the 256k throtteled connection the school has , love you all ! 
flipping thru fashion mags and thinking & quot ; oh how i miss my pretty pretty lacoste red shades , that is now at the bottom of bass lake & quot ; 
i get frustrated when ppl do n't show prices on their web and i 'm not ready 2 send an email abt a quote - even a 'no obligation ' one . 
yeah , do n't worry , you will ! ! ! there 's still a week and a half before we hit the roads - this weekend 's fully booked for me 
i do n't feel so hot right now i hope i did n't catch a stomach bug tonight ... that 'd be my luck ! ughhhh ! ! ! bedtime for me 
has anyone ever lost contact with someone & amp ; wondered why ? ? your all the way in florida & amp ; i dont know a single digit 2 ur # 
wow , i hate it when i im some one and they sign off . at least have the decency to tell me you were just about to go or something . 
back in the us ! ^__^ so glad to be back . chillin unpacking . doing laundry . ordered chinese . mmmm yum ! i need a boyfriend . miss corey ! 
i think ive become immune to nyquil . wish i was at wish with all my friends . oh well , stay home one night ... live to party the next ! 
my heart is so heavy . i miss my sister ! shoko have a safe flight home to japan ! just watch ps i luv u and now i feel like crying 
hey girl ! i did n't even know u called me back till now when i got another vm call me tomorrow ! o got ta chop it up with u ! 
why am i not falling asleep ? oh right . i remember . camp . tomorrow . stupid camp . i wan na stay here with everyone ! especialy my biffle ! 
once i figure out why i 'm sharing recipes with all of you , i 'll let you know . i like the kitchen almost as much as i love music . 
aaaaaahhhhhhh o my i ca n't stand it anymore ! ! ! i 'm out i 'm out i 'm out i just ate the last one i need coco puffs /2rmf 
that 's it ! just sealed his fate . his recovering kitty ass will be going to live with my mom & amp ; dad . your own doing little man . 
i want to . my problem is that i ran out of milk & amp ; creamer ... i have mtn dew but those calories are horrible at near 2 am ! 
still ca n't breathe right . wish my sinuses would clear up . got decent amount of work done today , hooray . tons more , so no real dent made . 
i so wish i was going to one of the shows i 'm in il and i wish me and my bff were going . how 's that logo thing going ? 
i 'm so upset i ca n't go to a show either . but , hey ... there 's always lfo ! & amp ; i love my sock crew too ! 
so i can get calls n tex just cant dial out r tex bac till friday afternoon o well i went ah whole week with out texting n its all good ! 
yay ! i want to come visit and go shopping ! i miss you guys your b-day present is so delayed ... need to get it in the mail ! ! ! 
probably a bad time of day to ask , but : do you know of any bike designers around portland ? i know one , but do n't have his contact info 
lmao ! i know he does n't get my msgs kinda sucks , cuz i coulg go on and on about my dreams . i know you 're not kissing ass lol 
im sorry i hope he makes it up to you ! john and i are in that & quot ; boring & quot ; stage & amp ; we r not married 
i ca n't help but thinking of her.i miss her so much it 's gon na be a year in a couple weeks.wow it seems like it happen yesterday i love u 
i love my black macbook ( blackbook ? ) but it 's showing its age . i kind of like the macbook air , it 's just the lack of cd drive 
missing my gf soooooooooo * infinity much ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ( as always ) 
do n't ya love it when the 'puter decides it needs to load updates & amp ; therefore shut itself down without warning & amp ; you loose hours of work ? 
got a ton of work done tonight . my whole body aches . may try to catch up on twitter , but feeling a bit like a vegetable at the moment . 
what a good day ... exept i did something to my back.. do n't know what , but it hurt for over an hour . could n't pick my cat up . 
went to wake up girls for school to be told that they are off today . how stupid do i now feel ? i could of had a lie in this morning 
wow , i went running , went to football , then went to work . it 's 1:30am and i 'm finally getting a chance to sit down . work at 10am 
it 's such a shame about the air france flight from brazil . it breaks my heart noone survived . life is short . when ur time is up- it 's up 
where is my boyfriend ? where is my i love u 's ? i hate this part of pattern where i get more attention from everyone but him . i want him 
wtf . i am getting bit up i have like 10+ bites ... in random spots ( like right next to my pinky nail ) . and they itchhhhhhhhh . fml . 
i ca n't find it now . i 'll have to go and look for it ... .if i do n't send it tonight i 'll do it tomorrow ... ... sorry 
i have also decide to dye my hair dark purple then not touch it . except maybe to dye it back to brown . but i miss my really long hair . 
aw maaan ! we were hella talkin bout that moviee tooo ! -__- yeahh . i didnt wan na show it to em . man ! you watch it today yet ? 
my sister 's keeper is so good so far . ca n't put it down but do n't wan na keep reading b/c i know it has such a sad ending ! 
wednesdays are awesome ! double bio , chapel , prayer meeting ! ! and state of origin ! ! go qld ! not going to band prac though not my decision . 
what 's it like having people pretend to be you ? and you make a superb alice ! & lt ; 3 and i bet you are all around great ash . 
urg , that 's frustrating . my ipod wo n't sync this morning 's run with the nike website . i want to see the graph try again later i guess . 
goin to bed so i do n't have to think anymore so tired of not knowin what im supposed to do with my life and who i 'm supposed to be with 
aww thnx so much . i 'm so frikken nervous already . plus i wont be able to twitter as much we 'll see . ; p how 's your day ? 
about to try & amp ; make a new moon video on my dads computer but do n't think he has any programes to make videos with ... i miss my computer 
i blieve i am 2 gud 4 u ... .. ( y do niggas lie bout tha dumbest shit ? ) daddy : u have dissapointed me ! thought u were different 
omg ! ! ! it 's only the 3rd of june and winter is very definitely here ! ! my feet are icicles ! have to go ugg boot shopping tomorrow ... 
ok to be honest , i 've been quitting smoking this week ( very bad habit do not do it ) and have not been in the mood at all for twitter 
yea he wo n't be able to . it 's really gay . t mobile is n't that much , and it 's way better . the phones are hella cheaper . 
so not the same ! lol i want to ... even more than i want to see green day ... i 'm gon na try and get tix maã±ana . you ? 
has an annual leave day today , and was going to stay in bed until lunch , but i woke up too early now what do i do with my morning ? 
just finished watching hijntiy . i know , im so outdated like that ! my fav scene got ta be when ben affleck proposed . thats all . not bad la . 
i know it 's origin night tonight and i should be a buzz , but i 'm kinda not caring so much gon na go watch russell on my ipod i think 
my little sister wnt 2 pune 4 her job 2day . mum cried as if she got married ! im gon na miss our khit pit and cat fight over clothes.. fb 
would take me 20 mins to get my baby sorted then get a bus ... .another 20 mins ... . my other half works in stockton but wont go to get him 
yeahh did youu ? ? i do n't think i did very good though i 've had flu and a fever for the past 5 days how did you find it ? 
i just got back ! hmm physics1 was ( y ) , physics2 was.. not so easy . and bio practical was just okay . hmm..i dont wan na get low marks 
go go go go go ! ! ! you have to be amazing here ... or my friends are going to laugh at me and that is not good eats mr. smith 
i do feel very lucky & amp ; make sure i remember that when i 'm sitting by the sea ! shame i have to leave on friday to go back home 
